employee_id,department,job_level,age,salary,company_years,career_years,hiring_source,education_level,recently_promoted,distance,work_from_home,travel_frequently,leave
EMP1256,Sales,Junior,19,47660.0,1,1.0,Direct,Undergrad Degree,False,75,True,No,True
EMP0251,Sales,Senior,32,125125.0,11,11.0,Agency,Undergrad Degree,True,9,True,No,False
EMP0274,Sales,Lead,56,232633.0,10,33.0,Direct Hire,Undergrad Degree,True,26,True,Yes,False
EMP0477,Sales,Senior,36,144194.0,7,12.0,Direct,Secondary,False,22,False,No,False
EMP0699,Finance,Mid,60,70194.0,5,9.0,Direct,Undergrad Degree,False,3,False,Yes,False
EMP0437,Sales,Mid,36,103399.0,8,,Direct,Undergrad Degree,True,13,False,No,False
EMP1279,IT,Junior,33,32305.0,1,1.0,Direct,Undergrad Degree,False,9,True,No,False
EMP1179,Sales,Mid,29,64871.0,1,1.0,Direct,,False,87,False,Yes,True
EMP0662,Sales,Mid,36,73628.0,5,11.0,Direct,Secondary,False,8,True,Yes,False
EMP0880,Finance,Junior,46,53994.0,4,20.0,Direct,,False,28,False,Yes,True
EMP0767,Sales,Junior,38,24978.0,5,14.0,Direct,Secondary,False,10,True,Yes,True
EMP0206,Finance,Junior,38,55732.0,15,20.0,Direct,Masters,True,86,False,Yes,False
EMP0773,Sales,Junior,33,51908.0,5,9.0,Direct,Secondary,False,13,True,No,False
EMP1237,Finance,Junior,25,27349.0,1,1.0,Direct,Masters,False,3,False,No,True
EMP0545,Sales,Junior,31,31575.0,7,7.0,Direct,Undergrad Degree,True,59,False,No,False
EMP1347,IT,Junior,42,52607.0,1,19.0,Direct,Undergrad Degree,False,26,False,No,False
EMP0633,Sales,Lead,56,202859.0,5,26.0,Agency,UG Degree,False,26,True,Yes,False
EMP1069,HR,Junior,29,33585.0,2,5.0,Agency,Undergrad Degree,False,16,True,No,False
EMP0634,Finance,Lead,52,206773.0,5,30.0,Agency,Undergrad Degree,True,3,True,Yes,False
EMP0336,Finance,Junior,31,50276.0,10,12.0,Agency,Undergrad Degree,False,10,False,No,True
EMP0928,HR,Junior,29,25529.0,3,3.0,Direct,Undergrad Degree,False,3,False,Yes,False
EMP0979,Finance,Junior,37,28029.0,3,5.0,Agency,Undergrad Degree,False,3,True,Yes,False
EMP0968,HR,Junior,27,35779.0,3,3.0,Direct,Undergrad Degree,False,23,True,No,False
EMP0400,Sales,Junior,38,32281.0,9,16.0,Direct,Undergrad Degree,False,77,True,No,False
EMP0129,HR,Senior,49,159103.0,22,26.0,Agency,Undergrad Degree,True,3,True,Yes,False
EMP1464,Sales,Junior,18,19609.0,0,1.0,Direct,Undergrad Degree,False,3,,No,True
EMP0704,Sales,Mid,36,72631.0,5,,Direct,Undergrad Degree,False,10,False,No,False
EMP0423,HR,Mid,35,97428.0,8,8.0,Direct Hire,Undergrad Degree,False,52,True,No,False
EMP1390,IT,Junior,38,39435.0,1,19.0,Agency,Undergrad Degree,False,24,False,No,True
EMP0922,Finance,Mid,35,75756.0,3,3.0,Agency,UG Degree,False,8,False,No,False
EMP1020,HR,Mid,43,86063.0,2,21.0,Direct,UG Degree,False,23,True,Yes,False
EMP0573,Sales,Mid,36,75353.0,6,8.0,Agency,Undergrad Degree,False,3,False,No,False
EMP0597,HR,Junior,44,57142.0,6,11.0,Direct,Undergrad Degree,True,27,False,Yes,False
EMP0642,HR,Senior,50,198741.0,5,25.0,Direct,Undergrad Degree,False,3,True,No,False
EMP0388,IT,Junior,46,42903.0,9,12.0,Agency,Secondary,False,23,False,No,False
EMP1342,Finance,Junior,18,50185.0,1,1.0,Agency,Secondary,False,8,,Yes,True
EMP1459,Finance,Junior,18,16705.0,0,1.0,Direct,Undergrad Degree,False,3,False,Yes,True
EMP0130,Finance,Senior,48,126943.0,22,28.0,Agency,Undergrad Degree,False,4,True,No,False
EMP1070,IT,Junior,28,30522.0,2,2.0,Direct,Secondary,False,6,True,No,False
EMP0365,Sales,Mid,35,98279.0,9,10.0,Direct,Undergrad Degree,False,9,False,No,False
EMP0826,HR,Junior,24,30552.0,4,4.0,Agency,Undergrad Degree,False,65,True,No,False
EMP1196,Finance,Mid,29,84394.0,1,1.0,Direct,Undergrad Degree,False,7,False,No,False
EMP0985,HR,Junior,27,28068.0,3,5.0,Agency,Undergrad Degree,False,17,False,No,False
EMP1281,HR,Junior,23,40772.0,1,1.0,Direct,PhD,False,5,False,No,True
EMP0831,Sales,Junior,24,29268.0,4,4.0,Direct,Undergrad Degree,False,54,False,Yes,True
EMP1368,Finance,Junior,21,33469.0,1,1.0,Direct,Undergrad Degree,False,17,False,No,True
EMP1345,IT,Junior,20,17131.0,1,1.0,Agency,Undergrad Degree,True,3,True,No,False
EMP1099,Sales,Junior,31,26881.0,2,2.0,Direct,PhD,False,25,True,No,True
EMP1250,IT,Junior,26,16453.0,1,4.0,Direct,Secondary,False,3,False,No,True
EMP0897,Sales,Senior,33,117198.0,3,8.0,Agency,Masters,False,23,True,No,True
EMP0976,HR,Junior,26,30728.0,3,4.0,Direct,Undergrad Degree,False,48,False,No,True
EMP0795,IT,Senior,50,197251.0,4,28.0,Agency,Undergrad Degree,False,22,False,No,False
EMP0253,IT,Senior,36,137620.0,11,15.0,Direct,Undergrad Degree,False,5,True,No,False
EMP1194,HR,Mid,34,76542.0,1,1.0,Direct,Undergrad Degree,False,109,False,No,True
EMP1153,Finance,Senior,56,124214.0,1,25.0,Direct,UG Degree,False,3,False,No,False
EMP0655,IT,Senior,35,116854.0,5,8.0,Agency,Secondary,True,5,False,No,False
EMP0874,Sales,Junior,33,46597.0,4,5.0,Direct,Secondary,False,4,True,No,False
EMP1026,Sales,Mid,36,70281.0,2,6.0,Direct,Undergrad Degree,False,3,True,No,False
EMP1107,Sales,Lead,56,213885.0,1,1.0,Referral,UG Degree,False,22,False,No,False
EMP1007,Sales,Senior,50,127489.0,2,16.0,Direct,Masters,False,43,False,No,True
EMP0105,HR,Lead,52,219640.0,28,,Direct,UG Degree,False,3,False,Yes,False
EMP0873,Sales,Junior,53,31136.0,4,4.0,Direct,PhD,False,24,True,No,True
EMP0473,IT,Senior,56,178889.0,7,28.0,Direct,Secondary,False,3,False,No,False
EMP0924,Finance,Mid,35,86123.0,3,6.0,Referral,Secondary,True,5,False,No,False
EMP1283,Sales,Junior,29,28460.0,1,3.0,Direct,Secondary,False,12,False,No,True
EMP0926,Sales,Junior,24,51501.0,3,6.0,Referral,Undergrad Degree,False,99,True,Yes,True
EMP1319,IT,Junior,35,24505.0,1,1.0,Direct,PhD,False,5,False,No,True
EMP0846,HR,Junior,28,57808.0,4,6.0,Agency,Undergrad Degree,False,58,False,Yes,True
EMP0860,HR,Junior,30,56387.0,4,4.0,Referral,Secondary,False,7,True,No,False
EMP1441,IT,Junior,18,19290.0,-1,1.0,Direct,Masters,False,65,False,No,True
EMP0488,IT,Senior,57,156181.0,7,34.0,Agency,Secondary,False,6,,No,False
EMP0375,IT,Mid,36,105213.0,9,12.0,Direct,Secondary,False,18,True,No,False
EMP0670,Sales,Mid,40,78937.0,5,8.0,Direct,Undergrad Degree,True,9,True,Yes,False
EMP0415,IT,Senior,53,130063.0,8,19.0,Direct,Undergrad Degree,False,7,False,N,False
EMP0829,Sales,Junior,35,43894.0,4,4.0,Direct,Masters,False,10,False,Yes,False
EMP0513,Sales,Mid,34,76412.0,7,7.0,Referral,Secondary,False,8,True,No,False
EMP1081,IT,Junior,37,24978.0,2,4.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0404,Sales,Lead,51,212660.0,8,30.0,Agency,Undergrad Degree,False,3,False,N,False
EMP0643,Sales,Senior,54,176215.0,5,30.0,Direct,Undergrad Degree,False,7,False,No,False
EMP0581,IT,Mid,36,72562.0,6,6.0,Direct,Undergrad Degree,False,3,False,No,True
EMP0411,HR,Senior,32,114825.0,8,9.0,Agency,Secondary,False,38,False,No,True
EMP1186,Sales,Mid,27,63579.0,1,1.0,Direct,UG Degree,False,3,True,Yes,False
EMP0745,Finance,Junior,31,24275.0,5,12.0,Direct,Secondary,False,3,False,No,False
EMP0457,IT,Junior,32,56014.0,8,11.0,Direct,UG Degree,False,9,False,No,False
EMP0705,HR,Mid,37,60048.0,5,5.0,Agency,Undergrad Degree,False,3,True,No,False
EMP0970,Finance,Junior,31,55206.0,3,7.0,Direct,Undergrad Degree,True,7,,No,False
EMP1079,IT,Junior,25,23840.0,2,3.0,Referral,Secondary,False,10,True,Yes,False
EMP1317,HR,Junior,38,52384.0,1,17.0,Direct,Undergrad Degree,False,10,True,No,False
EMP0576,Sales,Mid,39,72943.0,6,10.0,Direct,Undergrad Degree,True,10,False,Yes,False
EMP1315,IT,Junior,28,30319.0,1,1.0,Direct,Undergrad Degree,False,3,False,No,True
EMP0640,IT,Senior,47,124270.0,5,16.0,Referral,Undergrad Degree,False,9,True,No,False
EMP0746,Finance,Junior,37,26343.0,5,10.0,Agency,Undergrad Degree,False,13,False,Yes,False
EMP0660,IT,Mid,32,96938.0,5,9.0,Direct,Undergrad Degree,False,5,True,No,False
EMP0119,Sales,Lead,46,221352.0,24,28.0,Agency,Undergrad Degree,False,3,False,No,False
EMP0409,Sales,Senior,45,126039.0,8,15.0,Direct,Secondary,False,27,False,N,False
EMP0444,HR,Mid,47,68070.0,8,8.0,Agency,Undergrad Degree,False,3,False,No,False
EMP1088,IT,Junior,23,29759.0,2,3.0,Agency,,False,115,False,No,True
EMP0329,IT,Junior,31,31775.0,10,10.0,Direct,Undergrad Degree,False,3,True,No,False
EMP0408,IT,Senior,38,116356.0,8,8.0,Direct,Secondary,False,3,True,No,False
EMP0225,IT,Senior,33,128108.0,13,13.0,Direct,Secondary,False,8,False,No,False
EMP1314,Sales,Junior,20,33757.0,1,1.0,Direct,PhD,False,53,False,No,True
EMP0569,IT,Mid,30,77998.0,6,9.0,Referral,Undergrad Degree,False,7,True,No,False
EMP0532,HR,Junior,40,50757.0,7,20.0,Direct,MSc,False,24,True,Yes,False
EMP0237,Sales,Junior,40,57031.0,13,21.0,Direct,Undergrad Degree,False,3,False,No,False
EMP1265,Sales,Junior,23,35397.0,1,3.0,Agency,Undergrad Degree,False,22,False,No,True
EMP0896,IT,Senior,50,178702.0,3,24.0,Agency,Undergrad Degree,True,3,False,Y,False
EMP0525,HR,Mid,31,79212.0,7,13.0,Direct,PhD,True,29,False,No,False
EMP1205,Sales,Junior,28,58710.0,1,1.0,Direct,Undergrad Degree,False,7,,No,True
EMP1043,IT,Junior,28,34691.0,2,5.0,Direct,Undergrad Degree,False,9,False,No,True
EMP0187,Finance,Mid,48,103877.0,17,23.0,Referral,UG Degree,False,25,True,No,False
EMP0615,Sales,Junior,39,30326.0,6,10.0,Agency,Undergrad Degree,False,3,False,No,False
EMP1117,IT,Lead,52,227863.0,1,29.0,Referral,Undergrad Degree,False,9,,Yes,False
EMP0348,Sales,Senior,39,116669.0,9,9.0,Agency,Undergrad Degree,False,23,True,No,False
EMP0458,Sales,Junior,51,59968.0,8,12.0,Referral,Undergrad Degree,False,8,False,Yes,True
EMP1022,HR,Mid,39,66118.0,2,,Direct,Undergrad Degree,True,23,False,No,False
EMP0916,Finance,Mid,42,85110.0,3,12.0,Agency,Undergrad Degree,False,5,True,Yes,False
EMP0702,Sales,Mid,31,61203.0,5,8.0,Direct,Undergrad Degree,False,19,False,No,True
EMP1272,Sales,Junior,41,49557.0,1,4.0,Direct,Undergrad Degree,False,100,False,No,True
EMP0712,Sales,Junior,31,31910.0,5,6.0,Agency,Secondary,False,3,True,No,False
EMP1443,HR,Junior,21,19766.0,-1,1.0,Direct,Undergrad Degree,False,6,False,Yes,True
EMP0312,HR,Mid,37,69051.0,10,13.0,Direct,Undergrad Degree,False,82,False,No,False
EMP1182,Sales,Mid,39,64134.0,1,1.0,Direct,Undergrad Degree,False,3,True,Yes,False
EMP0592,Sales,Mid,48,85368.0,6,15.0,Agency,Secondary,False,3,True,No,False
EMP1236,IT,Junior,27,30676.0,1,1.0,Agency,Secondary,False,6,False,No,False
EMP0435,Sales,Mid,48,104327.0,8,11.0,Direct,UG Degree,False,66,True,No,True
EMP0618,Sales,Junior,32,27926.0,6,9.0,Direct Hire,Secondary,False,11,False,No,False
EMP0170,IT,Mid,48,60346.0,19,20.0,Direct,,False,16,False,Yes,False
EMP0778,HR,Junior,34,47964.0,5,6.0,Direct,Secondary,True,4,True,No,False
EMP0602,IT,Junior,47,26107.0,6,,Direct,Undergrad Degree,False,24,False,No,False
EMP1131,Finance,Senior,32,123020.0,1,1.0,Direct,Undergrad Degree,False,12,False,Y,True
EMP0254,Finance,Senior,42,121475.0,11,15.0,Direct,Secondary,False,20,False,No,False
EMP0881,Sales,Junior,36,37938.0,4,12.0,Referral,Secondary,False,3,False,No,False
EMP0148,Sales,Senior,43,122035.0,20,24.0,Direct,Undergrad Degree,False,3,False,N,True
EMP0309,Finance,Mid,31,104039.0,10,11.0,Direct,Undergrad Degree,False,19,True,Yes,False
EMP1015,Sales,Mid,49,97044.0,2,13.0,Direct,Undergrad Degree,True,3,False,N,False
EMP0142,Finance,Lead,46,201716.0,20,23.0,Direct,Undergrad Degree,False,3,True,Yes,False
EMP0911,HR,Mid,42,76318.0,3,,Agency,Undergrad Degree,False,4,,Yes,False
EMP1410,Finance,Junior,28,28520.0,1,1.0,Agency,Undergrad Degree,False,3,False,No,True
EMP0303,IT,Mid,31,96820.0,10,13.0,Referral,Undergrad Degree,True,76,False,No,False
EMP1442,Sales,Junior,18,33217.0,-1,1.0,Agency,Masters,False,77,True,No,True
EMP0141,Sales,Lead,40,234155.0,20,20.0,Direct,Secondary,False,3,True,Yes,False
EMP1071,Sales,Junior,60,26437.0,2,7.0,Direct,Undergrad Degree,True,6,True,No,False
EMP0650,HR,Senior,47,119897.0,5,10.0,Agency,Secondary,False,4,False,Yes,False
EMP1240,Finance,Junior,39,35945.0,1,5.0,Agency,Undergrad Degree,False,19,False,No,False
EMP0913,HR,Mid,46,76199.0,3,,Direct,Undergrad Degree,False,7,False,No,False
EMP0205,Finance,Junior,38,37672.0,15,15.0,Direct,Secondary,False,83,False,Yes,False
EMP1376,HR,Junior,35,57210.0,1,8.0,Agency,UG Degree,False,15,False,No,True
EMP0165,Sales,Senior,41,134028.0,19,22.0,Direct,Undergrad Degree,False,3,False,No,False
EMP1207,Finance,Junior,41,39147.0,1,19.0,Agency,Masters,False,112,False,No,True
EMP0566,Sales,Mid,37,79208.0,6,9.0,Direct,Undergrad Degree,True,22,True,No,True
EMP0159,IT,Junior,41,56692.0,20,20.0,Direct,Undergrad Degree,False,3,True,No,False
EMP1075,Finance,Junior,22,32791.0,2,3.0,Direct,UG Degree,False,3,False,No,False
EMP1214,Sales,Junior,26,51675.0,1,1.0,Agency,Undergrad Degree,False,109,False,No,True
EMP1430,Sales,Junior,28,52585.0,0,9.0,Agency,Undergrad Degree,False,29,False,No,False
EMP0983,Sales,Junior,37,32822.0,3,9.0,Referral,Secondary,False,3,False,No,False
EMP1287,Sales,Junior,28,26767.0,1,1.0,Direct,Secondary,False,14,False,No,False
EMP1316,Sales,Junior,20,38724.0,1,1.0,Direct,Undergrad Degree,False,3,False,No,True
EMP0541,Sales,Junior,30,49438.0,7,7.0,Direct Hire,Undergrad Degree,True,15,False,No,False
EMP0664,IT,Mid,40,62026.0,5,13.0,Agency,Masters,False,3,False,Yes,False
EMP1044,Finance,Junior,25,31019.0,2,3.0,Direct,PhD,False,15,True,Yes,True
EMP0356,Finance,Mid,38,92501.0,9,10.0,Agency,Undergrad Degree,False,3,False,No,False
EMP0666,IT,Mid,37,107313.0,5,13.0,Direct,Masters,False,3,False,No,False
EMP0715,Sales,Junior,38,51829.0,5,8.0,Direct,Undergrad Degree,False,9,True,Yes,False
EMP0852,Finance,Junior,35,49906.0,4,4.0,Direct,Undergrad Degree,False,3,True,No,False
EMP1077,HR,Junior,40,32253.0,2,2.0,Direct,Undergrad Degree,True,10,True,Yes,False
EMP0467,IT,Junior,47,54977.0,8,8.0,Referral,Undergrad Degree,False,101,True,No,False
EMP1310,Sales,Junior,23,38619.0,1,1.0,Agency,Masters,False,29,True,No,True
EMP0243,IT,Senior,33,124073.0,12,12.0,Agency,Undergrad Degree,False,60,False,N,True
EMP1388,Sales,Junior,26,24768.0,1,1.0,Agency,Undergrad Degree,False,22,False,No,True
EMP0280,Finance,Senior,42,111851.0,10,13.0,Agency,Undergrad Degree,False,6,False,No,False
EMP1335,Sales,Junior,30,34843.0,1,2.0,Agency,Masters,False,98,False,No,True
EMP0228,Sales,Mid,35,62065.0,13,13.0,Agency,UG Degree,True,28,True,No,False
EMP1359,IT,Junior,30,16996.0,1,1.0,Direct,Undergrad Degree,False,3,False,No,True
EMP0574,Finance,Mid,34,66872.0,6,9.0,Direct,Undergrad Degree,False,16,False,No,False
EMP0270,Sales,Junior,34,52782.0,11,14.0,Direct,Undergrad Degree,False,34,,No,True
EMP1027,Finance,Mid,46,73753.0,2,11.0,Agency,Undergrad Degree,True,3,False,Yes,False
EMP0317,Sales,Junior,30,54846.0,10,12.0,Direct,Undergrad Degree,False,3,False,Yes,False
EMP0230,Finance,Mid,34,94935.0,13,13.0,Referral,Undergrad Degree,False,6,False,Yes,False
EMP0603,IT,Junior,28,25491.0,6,7.0,Direct,Undergrad Degree,False,3,False,No,True
EMP0236,HR,Junior,39,55453.0,13,14.0,Agency,Secondary,False,101,True,No,False
EMP1373,HR,Junior,31,30807.0,1,1.0,Direct,Secondary,False,38,False,No,False
EMP0892,Sales,Senior,33,197351.0,3,,Direct,Undergrad Degree,True,8,True,Yes,False
EMP1340,Sales,Junior,29,31837.0,1,1.0,Agency,Secondary,False,3,False,No,False
EMP0743,Sales,Junior,30,29990.0,5,11.0,Direct,Masters,False,14,False,No,True
EMP0526,HR,Mid,31,86228.0,7,11.0,Agency,Undergrad Degree,False,15,False,No,False
EMP1095,IT,Junior,36,46434.0,2,2.0,Agency,PhD,False,98,False,No,False
EMP1414,HR,Junior,18,16468.0,1,1.0,Direct,Secondary,False,10,,Yes,True
EMP0169,Sales,Senior,57,163423.0,19,33.0,Agency,Masters,True,23,,Yes,False
EMP0216,Finance,Mid,39,76155.0,14,14.0,Direct,Secondary,False,3,False,Yes,False
EMP1230,IT,Junior,22,34336.0,1,2.0,Agency,Undergrad Degree,True,3,False,No,False
EMP0320,Finance,Junior,52,27325.0,10,11.0,Direct,Undergrad Degree,False,91,False,No,True
EMP0840,Finance,Junior,36,39811.0,4,4.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0284,Finance,Senior,35,113393.0,10,13.0,Direct,Undergrad Degree,False,3,False,N,False
EMP1102,Finance,Junior,25,41404.0,2,2.0,Referral,Secondary,False,79,True,Yes,False
EMP0384,Sales,Mid,37,97370.0,9,9.0,Direct,Secondary,False,16,False,No,False
EMP0654,Finance,Senior,57,176090.0,5,21.0,Direct,Undergrad Degree,False,8,True,Yes,False
EMP1225,Finance,Junior,25,31014.0,1,4.0,Direct Hire,Secondary,False,9,False,Yes,False
EMP1299,Finance,Junior,23,30951.0,1,1.0,Direct,Undergrad Degree,False,3,True,No,False
EMP0402,HR,Junior,50,49812.0,9,17.0,Referral,Secondary,False,3,False,Yes,False
EMP0961,Sales,Junior,51,57859.0,3,8.0,Referral,Undergrad Degree,True,3,False,No,False
EMP0306,HR,Mid,44,87172.0,10,13.0,Referral,Undergrad Degree,False,24,True,No,False
EMP0521,IT,Mid,32,109451.0,7,7.0,Direct,Undergrad Degree,True,7,True,No,False
EMP1424,Sales,Mid,35,75227.0,0,12.0,Direct,Secondary,False,8,True,No,False
EMP0405,IT,Senior,47,130350.0,8,13.0,Direct,Undergrad Degree,False,7,True,Yes,False
EMP1369,Sales,Junior,25,29182.0,1,1.0,Agency,Undergrad Degree,False,3,True,Yes,True
EMP1001,Finance,Junior,26,36021.0,3,5.0,Direct,Undergrad Degree,False,3,False,No,True
EMP1197,IT,Mid,25,88554.0,1,1.0,Direct,Undergrad Degree,False,66,True,No,True
EMP0692,HR,Mid,34,74273.0,5,5.0,Direct,Undergrad Degree,False,9,True,No,False
EMP1232,IT,Junior,29,17710.0,1,1.0,Direct,Undergrad Degree,False,18,True,Yes,True
EMP0318,Sales,Junior,38,49426.0,10,,Direct,Undergrad Degree,False,13,True,No,False
EMP0693,HR,Mid,32,80275.0,5,9.0,Agency,Undergrad Degree,False,12,True,No,False
EMP0104,Finance,Senior,51,135109.0,29,29.0,Agency,Undergrad Degree,False,20,False,No,False
EMP0371,Sales,Mid,43,101929.0,9,13.0,Agency,Undergrad Degree,False,9,True,No,False
EMP0190,HR,Senior,59,196367.0,16,39.0,Direct,Masters,False,3,True,No,False
EMP1300,IT,Junior,59,38936.0,1,10.0,Direct,Undergrad Degree,False,9,True,No,False
EMP0996,Sales,Junior,25,38405.0,3,3.0,Agency,Undergrad Degree,False,3,False,No,True
EMP0542,Sales,Junior,47,59873.0,7,7.0,Direct,Secondary,False,3,False,Yes,False
EMP0107,Sales,Lead,47,210172.0,25,25.0,Agency,UG Degree,False,3,False,Yes,False
EMP0436,IT,Mid,46,60677.0,8,14.0,Agency,Masters,True,22,False,Yes,True
EMP0334,Sales,Junior,46,52325.0,10,13.0,Agency,Masters,False,26,False,Yes,False
EMP0792,IT,Senior,55,158183.0,4,18.0,Direct,Undergrad Degree,False,3,True,Yes,False
EMP0279,IT,Senior,48,125455.0,10,24.0,Direct,Secondary,True,3,False,Yes,False
EMP0612,HR,Junior,29,57891.0,6,9.0,Agency,Undergrad Degree,False,3,False,Yes,False
EMP0494,Finance,Mid,40,101796.0,7,9.0,Direct,Undergrad Degree,False,6,True,No,False
EMP1239,Sales,Junior,25,41714.0,1,1.0,Agency,PhD,True,69,False,No,True
EMP1416,Sales,Lead,46,219788.0,0,22.0,Referral,UG Degree,False,25,False,Yes,False
EMP1387,IT,Junior,21,31687.0,1,1.0,Direct,Undergrad Degree,False,9,True,No,False
EMP1228,Sales,Junior,25,28308.0,1,1.0,Direct,,False,21,False,No,False
EMP1365,HR,Junior,22,41973.0,1,1.0,Direct,PhD,False,3,False,No,True
EMP1057,Sales,Junior,28,26683.0,2,2.0,Direct,Masters,False,109,False,No,True
EMP0362,HR,Mid,36,87543.0,9,9.0,Direct,Undergrad Degree,False,3,True,No,False
EMP0628,IT,Junior,37,34687.0,6,7.0,Direct,Secondary,False,3,True,No,False
EMP0377,HR,Mid,36,62360.0,9,9.0,Agency,Undergrad Degree,False,7,True,No,False
EMP1052,IT,Junior,44,31157.0,2,9.0,Direct,Secondary,False,3,True,No,False
EMP0421,HR,Mid,41,74942.0,8,,Agency,Undergrad Degree,False,3,True,Yes,False
EMP1448,Finance,Junior,43,47692.0,0,5.0,Agency,Undergrad Degree,False,8,False,Yes,False
EMP0483,Finance,Senior,51,173774.0,7,26.0,Referral,Undergrad Degree,True,3,True,Yes,False
EMP0195,Sales,Mid,38,63095.0,16,18.0,Agency,Undergrad Degree,False,3,False,No,False
EMP1067,Sales,Junior,26,46577.0,2,4.0,Direct,Masters,False,3,False,Yes,True
EMP0200,Finance,Senior,50,171108.0,15,28.0,Direct,Undergrad Degree,True,24,True,No,False
EMP1033,Sales,Junior,27,50646.0,2,2.0,Direct,Undergrad Degree,False,3,False,No,False
EMP1458,Finance,Junior,20,19202.0,0,1.0,Agency,Undergrad Degree,True,3,False,Yes,False
EMP0126,HR,Lead,50,242323.0,22,27.0,Direct,Undergrad Degree,False,10,False,Yes,False
EMP0248,Sales,Junior,31,46182.0,12,12.0,Referral,Undergrad Degree,False,3,True,No,False
EMP1017,Finance,Mid,32,67914.0,2,9.0,Direct,Undergrad Degree,False,110,True,No,True
EMP0516,HR,Mid,42,103243.0,7,9.0,Agency,Secondary,False,26,False,No,False
EMP0647,Finance,Senior,38,159965.0,5,15.0,Direct,Masters,False,3,False,No,False
EMP1308,Sales,Junior,33,33394.0,1,1.0,Direct,Masters,False,36,False,No,True
EMP0403,Sales,Junior,32,33570.0,9,11.0,Agency,Secondary,False,3,True,No,True
EMP0166,Sales,Senior,49,162423.0,19,21.0,Direct,Secondary,False,64,True,No,True
EMP0841,HR,Junior,26,26501.0,4,6.0,Agency,Undergrad Degree,False,12,False,No,True
EMP0425,Sales,Mid,35,65182.0,8,13.0,Agency,Undergrad Degree,False,29,False,Yes,False
EMP0608,Finance,Junior,30,39033.0,6,6.0,Agency,Secondary,True,19,False,No,False
EMP1259,Sales,Junior,31,32951.0,1,1.0,Direct,Undergrad Degree,False,35,False,No,True
EMP0540,IT,Junior,33,31261.0,7,14.0,Direct,Undergrad Degree,False,5,True,No,False
EMP1378,Sales,Junior,18,27544.0,1,1.0,Direct,Secondary,False,76,False,No,True
EMP0563,Sales,Senior,59,126821.0,6,26.0,Direct,PhD,True,5,False,No,False
EMP1346,HR,Junior,24,43731.0,1,1.0,Agency,Secondary,False,62,False,Yes,True
EMP0565,IT,Senior,31,117758.0,6,9.0,Direct,Undergrad Degree,False,20,False,No,False
EMP0941,IT,Junior,35,51088.0,3,3.0,Agency,Undergrad Degree,True,7,False,Yes,False
EMP0273,IT,Junior,35,27972.0,11,13.0,Direct,Secondary,True,63,,N,False
EMP1082,Finance,Junior,59,28961.0,2,3.0,Direct,Undergrad Degree,False,23,True,No,False
EMP1290,Sales,Junior,33,32526.0,1,1.0,Direct,Undergrad Degree,False,16,True,No,True
EMP0213,IT,Mid,55,96577.0,14,21.0,Agency,Secondary,False,3,False,No,False
EMP1123,HR,Lead,41,223916.0,1,1.0,Agency,Undergrad Degree,False,4,False,No,False
EMP0354,Sales,Mid,44,90794.0,9,12.0,Direct,Masters,False,42,False,No,True
EMP1401,Finance,Junior,37,59034.0,1,1.0,Direct,Masters,False,4,False,Y,False
EMP0967,IT,Junior,36,43548.0,3,6.0,Direct,Undergrad Degree,True,6,True,Yes,False
EMP0143,IT,Lead,44,206788.0,20,21.0,Referral,Undergrad Degree,False,3,False,No,False
EMP0103,HR,Lead,49,243617.0,30,30.0,Agency,Masters,False,3,False,Yes,True
EMP1267,HR,Junior,23,30596.0,1,4.0,Direct,Secondary,True,3,False,No,True
EMP1245,Sales,Junior,31,30495.0,1,2.0,Direct,MSc,False,9,True,Yes,False
EMP0135,Finance,Lead,41,243354.0,21,22.0,Referral,Undergrad Degree,True,7,False,Yes,False
EMP0332,HR,Junior,31,37766.0,10,13.0,Agency,Undergrad Degree,False,59,False,No,False
EMP0109,HR,Lead,52,221719.0,25,30.0,Direct,Undergrad Degree,False,7,True,No,False
EMP0147,HR,Lead,47,201187.0,20,20.0,Agency,Undergrad Degree,False,28,False,No,False
EMP0732,HR,Junior,27,30326.0,5,7.0,Direct,Undergrad Degree,False,14,False,No,True
EMP1112,HR,Lead,45,237014.0,1,1.0,Referral,Undergrad Degree,True,3,True,Yes,False
EMP1258,Sales,Junior,29,40488.0,1,1.0,Agency,Masters,False,3,False,No,True
EMP0456,Sales,Junior,43,50921.0,8,8.0,Direct,Undergrad Degree,False,3,False,No,False
EMP1172,Finance,Mid,37,77230.0,1,1.0,Agency,Undergrad Degree,False,6,False,No,False
EMP0583,HR,Mid,32,80173.0,6,6.0,Direct,Undergrad Degree,False,20,True,Yes,False
EMP0448,Finance,Mid,36,62632.0,8,9.0,Direct,Secondary,False,10,False,Yes,False
EMP0947,IT,Junior,37,58448.0,3,4.0,Referral,Undergrad Degree,False,16,True,No,False
EMP1233,Sales,Junior,18,12889.0,1,1.0,Direct,Secondary,True,3,False,No,True
EMP1222,Sales,Junior,23,15401.0,1,4.0,Agency,Masters,False,52,,No,True
EMP0372,Sales,Mid,39,103667.0,9,11.0,Direct,Secondary,True,9,False,Yes,False
EMP1114,Sales,Lead,50,233604.0,1,24.0,Referral,Undergrad Degree,True,4,False,N,False
